epoch_pct,data_idx,mse,loss
0.054819,8192,0.937571,0.571833
0.219278,32768,0.949991,0.558250
0.383736,57344,0.951862,0.556224
0.548195,81920,0.952091,0.550982
0.657833,98304,0.944992,0.555350
0.986750,147456,0.956842,0.549763
1.315667,196608,0.957819,0.550992
1.644584,245760,0.956449,0.550320
1.973500,294912,0.956769,0.549157
2.302417,344064,0.958080,0.547495
2.631334,393216,0.955027,0.547544
2.960251,442368,0.958876,0.547660
3.289167,491520,0.960114,0.548014
3.618084,540672,0.957846,0.545548
3.947001,589824,0.959066,0.547317
4.275917,638976,0.959993,0.547850
4.604834,688128,0.964160,0.548017
4.933751,737280,0.963606,0.547396
5.262668,786432,0.962862,0.547273
5.591584,835584,0.960613,0.549657
5.920501,884736,0.962741,0.547348
6.249418,933888,0.964974,0.544679
6.578335,983040,0.962369,0.550704
6.907251,1032192,0.964112,0.546112
7.236168,1081344,0.959587,0.544827
7.565085,1130496,0.966444,0.548193
7.894001,1179648,0.966896,0.546525
8.222918,1228800,0.964269,0.546065
8.551835,1277952,0.967019,0.543798
8.880752,1327104,0.966059,0.547002
9.209668,1376256,0.965189,0.543838
9.538585,1425408,0.966392,0.546189
9.867502,1474560,0.961242,0.543204
10.196419,1523712,0.963312,0.546682
10.525335,1572864,0.964458,0.548524
10.854252,1622016,0.967303,0.545450
11.183169,1671168,0.967968,0.545541
11.512085,1720320,0.958883,0.545952
11.841002,1769472,0.959657,0.548076
12.169919,1818624,0.968713,0.545289
12.498836,1867776,0.968436,0.543623
12.827752,1916928,0.968234,0.543879
13.156669,1966080,0.968646,0.545233
13.485586,2015232,0.969328,0.546165
13.814503,2064384,0.965225,0.545559
14.143419,2113536,0.968379,0.545458
14.472336,2162688,0.968881,0.545186
14.801253,2211840,0.967123,0.546447
15.130169,2260992,0.967639,0.548099
15.459086,2310144,0.965018,0.545182
15.788003,2359296,0.968468,0.544113
16.116920,2408448,0.967404,0.545663
16.445836,2457600,0.966729,0.543619
16.774753,2506752,0.968549,0.545009
17.103670,2555904,0.968353,0.544854
17.432587,2605056,0.970045,0.548167
17.761503,2654208,0.962000,0.547445
18.090420,2703360,0.963294,0.544679
18.419337,2752512,0.970068,0.545910
18.748253,2801664,0.968077,0.544520
19.077170,2850816,0.968336,0.545139
19.406087,2899968,0.970025,0.547489
19.735004,2949120,0.968282,0.543930
20.063920,2998272,0.971462,0.545226
20.392837,3047424,0.969249,0.543790
20.721754,3096576,0.957839,0.546006
21.050671,3145728,0.968013,0.543904
21.379587,3194880,0.967333,0.545302
21.708504,3244032,0.966753,0.544259
22.037421,3293184,0.968496,0.544482
22.366337,3342336,0.972300,0.547406
22.695254,3391488,0.972003,0.546110
23.024171,3440640,0.968755,0.543686
23.353088,3489792,0.967000,0.543248
23.682004,3538944,0.966302,0.544833
24.010921,3588096,0.972265,0.545456
24.339838,3637248,0.969625,0.542603
24.668755,3686400,0.972881,0.545671
24.997671,3735552,0.952738,0.543869
25.326588,3784704,0.970524,0.544965
25.655505,3833856,0.968040,0.545457
25.984421,3883008,0.971854,0.544136
26.313338,3932160,0.962821,0.544431
26.642255,3981312,0.972169,0.546683
26.971172,4030464,0.971826,0.543206
27.300088,4079616,0.967520,0.541611
27.629005,4128768,0.967349,0.543033
27.957922,4177920,0.972527,0.543711
28.286839,4227072,0.972543,0.545018
28.615755,4276224,0.968237,0.545797
28.944672,4325376,0.968652,0.544172
29.273589,4374528,0.972739,0.541614
29.602505,4423680,0.969781,0.542849
29.931422,4472832,0.969378,0.544624
30.260339,4521984,0.971578,0.543842
30.589256,4571136,0.970064,0.544769
30.918172,4620288,0.972757,0.544591
31.247089,4669440,0.972454,0.544351
31.576006,4718592,0.968571,0.542370
31.904923,4767744,0.970173,0.544512
32.233839,4816896,0.973188,0.543820
32.562756,4866048,0.969784,0.544380
32.891673,4915200,0.971255,0.543824
33.220589,4964352,0.967765,0.545829
33.549506,5013504,0.973273,0.547964
33.878423,5062656,0.973409,0.543470
34.207340,5111808,0.971595,0.543242
34.536256,5160960,0.972462,0.543136
34.865173,5210112,0.967782,0.542800
35.194090,5259264,0.967671,0.544500
35.523007,5308416,0.974538,0.544795
35.851923,5357568,0.971393,0.541536
36.180840,5406720,0.971784,0.542857
36.509757,5455872,0.967758,0.546247
36.838673,5505024,0.967397,0.544536
37.167590,5554176,0.968525,0.545435
37.496507,5603328,0.967587,0.543655
37.825424,5652480,0.974324,0.545219
38.154340,5701632,0.970438,0.543061
38.483257,5750784,0.972111,0.543871
38.812174,5799936,0.969063,0.544961
39.141091,5849088,0.972811,0.544490
39.470007,5898240,0.971048,0.543511
39.798924,5947392,0.972537,0.545557
40.127841,5996544,0.975162,0.547431
40.456757,6045696,0.969190,0.542614
40.785674,6094848,0.970456,0.545248
41.114591,6144000,0.972011,0.545264
41.443508,6193152,0.970258,0.542831
41.772424,6242304,0.972951,0.542456
42.101341,6291456,0.970094,0.543992
42.430258,6340608,0.971735,0.543903
42.759174,6389760,0.971855,0.546515
43.088091,6438912,0.972820,0.545219
43.417008,6488064,0.970053,0.544336
43.745925,6537216,0.972950,0.544644
44.074841,6586368,0.969936,0.544705
44.403758,6635520,0.971369,0.545221
44.732675,6684672,0.972580,0.544027
45.061592,6733824,0.972066,0.543356
45.390508,6782976,0.974174,0.544833
45.719425,6832128,0.968470,0.542368
46.048342,6881280,0.970342,0.542982
46.377258,6930432,0.974090,0.543169
46.706175,6979584,0.974288,0.545705
47.035092,7028736,0.967192,0.543425
47.364009,7077888,0.972939,0.542657
47.692925,7127040,0.965285,0.544395
48.021842,7176192,0.971608,0.545614
48.350759,7225344,0.974266,0.543531
48.679676,7274496,0.975044,0.543989
49.008592,7323648,0.969887,0.543522
49.337509,7372800,0.973594,0.544115
49.666426,7421952,0.974280,0.544055
49.995342,7471104,0.973347,0.545226
50.324259,7520256,0.968637,0.544803
50.653176,7569408,0.969757,0.545683
50.982093,7618560,0.967724,0.542005
51.311009,7667712,0.973580,0.543113
51.639926,7716864,0.972579,0.543558
51.968843,7766016,0.974964,0.543938
52.297760,7815168,0.971158,0.543684
52.626676,7864320,0.974847,0.542758
52.955593,7913472,0.974391,0.543777
53.284510,7962624,0.975013,0.542895
53.613426,8011776,0.973893,0.546144
53.942343,8060928,0.973710,0.543491
54.271260,8110080,0.975699,0.545578
54.600177,8159232,0.971735,0.542854
54.929093,8208384,0.969758,0.544767
55.258010,8257536,0.974618,0.544746
55.586927,8306688,0.974907,0.543794
55.915844,8355840,0.968351,0.541847
56.244760,8404992,0.971523,0.543159
56.573677,8454144,0.975128,0.543972
56.902594,8503296,0.964331,0.541127
57.231510,8552448,0.975132,0.544627
57.560427,8601600,0.973147,0.543116
57.889344,8650752,0.972176,0.542258
58.218261,8699904,0.965235,0.543527
58.547177,8749056,0.974169,0.544388
58.876094,8798208,0.972812,0.544077
59.205011,8847360,0.970343,0.544544
59.533928,8896512,0.971605,0.544495
59.862844,8945664,0.973495,0.543615
60.191761,8994816,0.970194,0.543240
60.520678,9043968,0.974762,0.543551
60.849594,9093120,0.974982,0.544917
61.178511,9142272,0.975138,0.544080
61.507428,9191424,0.974273,0.544050
61.836345,9240576,0.969354,0.544477
62.165261,9289728,0.973304,0.544499
62.494178,9338880,0.972570,0.545273
62.823095,9388032,0.972488,0.543882
63.152012,9437184,0.973141,0.543888
63.480928,9486336,0.970745,0.541787
63.809845,9535488,0.971398,0.543483
64.138762,9584640,0.974446,0.542621
64.467678,9633792,0.972962,0.542320
64.796595,9682944,0.973783,0.542681
65.125512,9732096,0.975189,0.543160
65.454429,9781248,0.973207,0.543855
65.783345,9830400,0.974535,0.545658
66.112262,9879552,0.966841,0.545853
66.441179,9928704,0.972094,0.544071
66.770096,9977856,0.973877,0.542091
67.099012,10027008,0.971266,0.544194
67.427929,10076160,0.974075,0.542588
67.756846,10125312,0.965627,0.544251
68.085762,10174464,0.975268,0.545786
68.414679,10223616,0.970724,0.541838
68.743596,10272768,0.974483,0.545376
69.072513,10321920,0.973133,0.544777
69.401429,10371072,0.976136,0.544663
69.730346,10420224,0.973824,0.543491
70.059263,10469376,0.975383,0.544263
70.388180,10518528,0.973419,0.543767
70.717096,10567680,0.971176,0.542652
71.046013,10616832,0.973858,0.544221
71.374930,10665984,0.971598,0.543385
71.703846,10715136,0.975387,0.542687
72.032763,10764288,0.970426,0.543409
72.361680,10813440,0.974208,0.542798
72.690597,10862592,0.969655,0.543588
73.019513,10911744,0.972847,0.543584
73.348430,10960896,0.974205,0.544231
73.677347,11010048,0.973014,0.543051
74.006264,11059200,0.968671,0.543924
74.335180,11108352,0.969414,0.546063
74.664097,11157504,0.973920,0.545177
74.993014,11206656,0.975168,0.542803
75.321930,11255808,0.975026,0.544239
75.650847,11304960,0.971308,0.543756
75.979764,11354112,0.975429,0.543861
76.308681,11403264,0.971794,0.543423
76.637597,11452416,0.963901,0.544484
76.966514,11501568,0.972270,0.543467
77.295431,11550720,0.970286,0.544689
77.624348,11599872,0.975620,0.544169
77.953264,11649024,0.974603,0.541962
78.282181,11698176,0.965843,0.544110
78.611098,11747328,0.974254,0.544576
78.940014,11796480,0.976549,0.544440
79.268931,11845632,0.972730,0.543608
79.597848,11894784,0.974290,0.543749
79.926765,11943936,0.975307,0.542889
80.255681,11993088,0.974869,0.542301
80.584598,12042240,0.974562,0.545320
80.913515,12091392,0.974665,0.543735
81.242432,12140544,0.968290,0.542189
81.571348,12189696,0.972678,0.543841
81.900265,12238848,0.972019,0.543521
82.229182,12288000,0.972714,0.544528
82.558098,12337152,0.974033,0.542206
82.887015,12386304,0.970429,0.545386
83.215932,12435456,0.973079,0.544457
83.544849,12484608,0.974687,0.543109
83.873765,12533760,0.973175,0.544019
84.202682,12582912,0.970120,0.541197
84.531599,12632064,0.967626,0.544447
84.860516,12681216,0.970515,0.543658
85.189432,12730368,0.973008,0.543114
85.518349,12779520,0.972062,0.543615
85.847266,12828672,0.972749,0.542226
86.176182,12877824,0.976072,0.544240
86.505099,12926976,0.975300,0.541581
86.834016,12976128,0.975920,0.545371
87.162933,13025280,0.975392,0.543594
87.491849,13074432,0.976564,0.544233
87.820766,13123584,0.969944,0.544157
88.149683,13172736,0.971273,0.543936
88.478600,13221888,0.975380,0.543393
88.807516,13271040,0.973850,0.543098
89.136433,13320192,0.976464,0.544439
89.465350,13369344,0.974889,0.542941
89.794266,13418496,0.965157,0.543651
90.123183,13467648,0.975000,0.542469
90.452100,13516800,0.976590,0.542769
90.781017,13565952,0.973632,0.544002
91.109933,13615104,0.976071,0.543327
91.438850,13664256,0.968061,0.540314
91.767767,13713408,0.973723,0.544243
92.096684,13762560,0.962437,0.546190
92.425600,13811712,0.972390,0.545697
92.754517,13860864,0.973257,0.543576
93.083434,13910016,0.971910,0.543184
93.412350,13959168,0.973468,0.544445
93.741267,14008320,0.973367,0.543634
94.070184,14057472,0.970299,0.545038
94.399101,14106624,0.973278,0.543820
94.728017,14155776,0.969354,0.543055
95.056934,14204928,0.975584,0.544280
95.385851,14254080,0.969675,0.545644
95.714768,14303232,0.969874,0.542856
96.043684,14352384,0.971763,0.543940
96.372601,14401536,0.973744,0.546759
96.701518,14450688,0.975622,0.543999
97.030434,14499840,0.975063,0.544231
97.359351,14548992,0.972723,0.545199
97.688268,14598144,0.971586,0.544317
98.017185,14647296,0.975542,0.545237
98.346101,14696448,0.975179,0.543526
98.675018,14745600,0.971720,0.544239
99.003935,14794752,0.974027,0.542019
99.332852,14843904,0.974321,0.541650
99.661768,14893056,0.972858,0.543733
99.990685,14942208,0.975198,0.543190
100.319602,14991360,0.974488,0.542551
100.648518,15040512,0.974626,0.544064
100.977435,15089664,0.975756,0.543425
101.306352,15138816,0.973663,0.542519
101.635269,15187968,0.973689,0.541875
101.964185,15237120,0.974654,0.544561
102.293102,15286272,0.974553,0.544035
102.622019,15335424,0.972863,0.543877
102.950936,15384576,0.974517,0.544312
103.279852,15433728,0.971144,0.544158
103.608769,15482880,0.976484,0.544971
103.937686,15532032,0.974596,0.544663
104.266602,15581184,0.975497,0.543584
104.595519,15630336,0.974341,0.544764
104.924436,15679488,0.972115,0.542788
105.253353,15728640,0.972603,0.543376
105.582269,15777792,0.974446,0.544486
105.911186,15826944,0.974271,0.542884
106.240103,15876096,0.974120,0.542646
106.569020,15925248,0.975413,0.543341
106.897936,15974400,0.975670,0.543965
107.226853,16023552,0.973494,0.545807
107.555770,16072704,0.974889,0.545362
107.884686,16121856,0.975594,0.545455
108.213603,16171008,0.973900,0.542938
108.542520,16220160,0.969028,0.543168
108.871437,16269312,0.972659,0.543541
109.200353,16318464,0.973868,0.543047
109.529270,16367616,0.968947,0.542912
109.858187,16416768,0.975476,0.544314
110.187104,16465920,0.975070,0.541740
110.516020,16515072,0.974957,0.542832
110.844937,16564224,0.972815,0.542894
111.173854,16613376,0.974764,0.544291
111.502770,16662528,0.975425,0.540822
111.831687,16711680,0.968966,0.543294
112.160604,16760832,0.973507,0.543175
112.489521,16809984,0.972393,0.544540
112.818437,16859136,0.975103,0.544357
113.147354,16908288,0.970219,0.543576
113.476271,16957440,0.974673,0.542930
113.805188,17006592,0.975183,0.545600
114.134104,17055744,0.970224,0.542819
114.463021,17104896,0.974515,0.543279
